Metric,Period type,Period,Policy type,Issue,Task type,Task,Location,Market,Result
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Shocking & Graphic Content,All,All,Market,Colombia,0.986
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Fake Engagement,All,All,Market,Colombia,0.904
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Nudity & Body Exposure,All,All,Market,Colombia,0.955
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Disordered Eating & Body Image,All,All,Market,Colombia,0.003
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Sexual Exploitation & Gender-Based Violence,All,All,Market,Colombia,0.641
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Privacy & Security - Personal Information,All,All,Market,Colombia,0.983
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Human Exploitation,All,All,Market,Colombia,0.831
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Frauds & Scams,All,All,Market,Colombia,0.093
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Policy,Sensitive & Mature Themes,All,All,Market,Colombia,0.975
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Commercial Disclosure & Paid Promotion,All,All,Market,Colombia,0.0
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Trade of Regulated Goods & Services,All,All,Market,Colombia,0.014
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Sexual Activity & Services,All,All,Market,Colombia,0.82
Total videos removed,Quarterly,Jan-Mar 2024,All,All,Share of total removals,11-100 views,Market,Colombia,0.018
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Disordered Eating & Body Image,All,All,Market,Colombia,0.894
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Sexually Suggestive Content,All,All,Market,Colombia,0.993
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Hate Speech & Hateful Behavior,All,All,Market,Colombia,0.983
Proactive removal rate,Quarterly,Jan-Mar 2024,Policy,Safety & Civility,All,All,Market,Colombia,0.977
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Colombia,0.999
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Animal Abuse,All,All,Market,Colombia,0.985
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Sexually Suggestive Content,All,All,Market,Colombia,0.636
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Trade of Regulated Goods & Services,All,All,Market,Colombia,0.891
Removal rate before any views,Quarterly,Jan-Mar 2024,Policy,Privacy & Security,All,All,Market,Colombia,0.983
Video: Removal rate of published,Quarterly,Jan-Mar 2024,All,All,All,All,Market,Colombia,0.007
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,"Regulated Goods & Commercial Activities - Alcohol, Tobacco & Drugs",All,All,Market,Colombia,0.988
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Youth Exploitation & Abuse,All,All,Market,Colombia,0.966
Proactive removal rate,Quarterly,Jan-Mar 2024,Policy,Sensitive & Mature Themes,All,All,Market,Colombia,0.991
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Colombia,0.999
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Dangerous Activities & Challenges,All,All,Market,Colombia,0.902
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,All,All,All,All,Market,Colombia,0.944
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Colombia,0.686
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Violent & Hateful Orgs & Individuals,All,All,Market,Colombia,0.807
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Policy,Privacy & Security,All,All,Market,Colombia,0.99
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Civic & Election Integrity,All,All,Market,Colombia,0.998
Category share,Quarterly,Jan-Mar 2024,Policy,Sensitive & Mature Themes,All,All,Market,Colombia,0.545
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Nudity & Body Exposure,All,All,Market,Colombia,0.989
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Gambling,All,All,Market,Colombia,0.652
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,All,All,Market,Colombia,0.913
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Human Exploitation,All,All,Market,Colombia,0.889
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Hate Speech & Hateful Behavior,All,All,Market,Colombia,0.918
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Violent Behaviors & Criminal Activities,All,All,Market,Colombia,0.801
Removal rate before any views,Quarterly,Jan-Mar 2024,Policy,Mental & Behavioral Health,All,All,Market,Colombia,0.909
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Violent Behaviors & Criminal Activities,All,All,Market,Colombia,0.508
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Misinformation,All,All,Market,Colombia,0.993
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Disordered Eating & Body Image,All,All,Market,Colombia,0.914
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Harassment & Bullying,All,All,Market,Colombia,0.865
Proactive removal rate,Quarterly,Jan-Mar 2024,Policy,Mental & Behavioral Health,All,All,Market,Colombia,0.993
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Nudity & Body Exposure,All,All,Market,Colombia,0.698
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,"Regulated Goods & Commercial Activities - Alcohol, Tobacco & Drugs",All,All,Market,Colombia,0.942
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Shocking & Graphic Content,All,All,Market,Colombia,0.941
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Nudity & Body Exposure,All,All,Market,Colombia,0.298
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Fake Engagement,All,All,Market,Colombia,0.015
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Sexually Suggestive Content,All,All,Market,Colombia,0.965
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Hate Speech & Hateful Behavior,All,All,Market,Colombia,0.308
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Youth Exploitation & Abuse,All,All,Market,Colombia,0.993
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Sexual Activity & Services,All,All,Market,Colombia,0.921
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Trade of Regulated Goods & Services,All,All,Market,Colombia,0.781
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,All,All,Market,Colombia,0.851
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Violent & Hateful Orgs & Individuals,All,All,Market,Colombia,0.881
Total videos removed,Quarterly,Jan-Mar 2024,All,All,Share of total removals,0 views,Market,Colombia,0.943
Category share,Quarterly,Jan-Mar 2024,Sub-policy,"Regulated Goods & Commercial Activities - Alcohol, Tobacco & Drugs",All,All,Market,Colombia,0.229
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Frauds & Scams,All,All,Market,Colombia,0.946
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Synthetic & Manipulated Media,All,All,Market,Colombia,0.038
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Commercial Disclosure & Paid Promotion,All,All,Market,Colombia,1.0
Category share,Quarterly,Jan-Mar 2024,Policy,Regulated Goods & Commercial Activities,All,All,Market,Colombia,0.16
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Sexual Exploitation & Gender-Based Violence,All,All,Market,Colombia,0.024
Total videos removed,Quarterly,Jan-Mar 2024,All,All,Share of total removals,1-10 views,Market,Colombia,0.005
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Frauds & Scams,All,All,Market,Colombia,0.929
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Colombia,0.998
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Sexually Suggestive Content,All,All,Market,Colombia,0.973
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Sexual Activity & Services,All,All,Market,Colombia,0.035
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Commercial Disclosure & Paid Promotion,All,All,Market,Colombia,1.0
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Violent Behaviors & Criminal Activities,All,All,Market,Colombia,0.722
Removal rate before any views,Quarterly,Jan-Mar 2024,Policy,Safety & Civility,All,All,Market,Colombia,0.929
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Human Exploitation,All,All,Market,Colombia,0.675
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Gambling,All,All,Market,Colombia,0.012
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Policy,Integrity & Authenticity,All,All,Market,Colombia,0.962
Category share,Quarterly,Jan-Mar 2024,Policy,Integrity & Authenticity,All,All,Market,Colombia,0.016
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Suicide & Self-Harm,All,All,Market,Colombia,0.941
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,All,All,Market,Colombia,0.363
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Nudity & Body Exposure,All,All,Market,Colombia,0.241
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Violent & Hateful Orgs & Individuals,All,All,Market,Colombia,0.042
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Firearms & Dangerous Weapons,All,All,Market,Colombia,0.972
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,"Youth Safety & Well-Being - Alcohol, Tobacco & Drugs",All,All,Market,Colombia,0.965
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Synthetic & Manipulated Media,All,All,Market,Colombia,0.962
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Dangerous Activities & Challenges,All,All,Market,Colombia,0.993
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Fake Engagement,All,All,Market,Colombia,0.943
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Animal Abuse,All,All,Market,Colombia,0.988
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Misinformation,All,All,Market,Colombia,0.239
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Dangerous Activities & Challenges,All,All,Market,Colombia,0.928
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Human Exploitation,All,All,Market,Colombia,0.003
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Gambling,All,All,Market,Colombia,0.859
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Privacy & Security - Personal Information,All,All,Market,Colombia,0.99
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Youth Exploitation & Abuse,All,All,Market,Colombia,0.418
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Sexual Activity & Services,All,All,Market,Colombia,0.747
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Policy,Mental & Behavioral Health,All,All,Market,Colombia,0.931
Total videos removed,Quarterly,Jan-Mar 2024,All,All,Share of total removals,"1,001-10,000 views",Market,Colombia,0.007
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Trade of Regulated Goods & Services,All,All,Market,Colombia,0.945
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Violent Behaviors & Criminal Activities,All,All,Market,Colombia,0.003
Removal rate before any views,Quarterly,Jan-Mar 2024,Policy,Integrity & Authenticity,All,All,Market,Colombia,0.971
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Nudity & Body Exposure,All,All,Market,Colombia,0.954
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Animal Abuse,All,All,Market,Colombia,0.063
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Sexually Suggestive Content,All,All,Market,Colombia,0.369
Proactive removal rate,Quarterly,Jan-Mar 2024,Policy,Youth Safety & Well-Being,All,All,Market,Colombia,0.956
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Suicide & Self-Harm,All,All,Market,Colombia,0.989
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Sexually Suggestive Content,All,All,Market,Colombia,0.931
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Harassment & Bullying,All,All,Market,Colombia,0.202
Removal rate before any views,Quarterly,Jan-Mar 2024,Policy,Regulated Goods & Commercial Activities,All,All,Market,Colombia,0.966
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Violent & Hateful Orgs & Individuals,All,All,Market,Colombia,0.938
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Gambling,All,All,Market,Colombia,0.945
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Civic & Election Integrity,All,All,Market,Colombia,0.058
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Misinformation,All,All,Market,Colombia,0.811
Total videos removed,Quarterly,Jan-Mar 2024,All,All,Share of total removals,"101-1,000 views",Market,Colombia,0.021
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Suicide & Self-Harm,All,All,Market,Colombia,0.077
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Misinformation,All,All,Market,Colombia,0.869
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Fake Engagement,All,All,Market,Colombia,0.838
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Privacy & Security - Personal Information,All,All,Market,Colombia,0.998
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Nudity & Body Exposure,All,All,Market,Colombia,0.97
Category share,Quarterly,Jan-Mar 2024,Sub-policy,"Youth Safety & Well-Being - Alcohol, Tobacco & Drugs",All,All,Market,Colombia,0.026
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,"Youth Safety & Well-Being - Alcohol, Tobacco & Drugs",All,All,Market,Colombia,0.63
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Firearms & Dangerous Weapons,All,All,Market,Colombia,0.981
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Animal Abuse,All,All,Market,Colombia,0.968
Proactive removal rate,Quarterly,Jan-Mar 2024,All,All,All,All,Market,Colombia,0.989
Total videos removed,Quarterly,Jan-Mar 2024,All,All,Share of total removals,"10,001-100,000 views",Market,Colombia,0.005
Removal rate before any views,Quarterly,Jan-Mar 2024,Policy,Youth Safety & Well-Being,All,All,Market,Colombia,0.682
Proactive removal rate,Quarterly,Jan-Mar 2024,Policy,Integrity & Authenticity,All,All,Market,Colombia,0.997
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Synthetic & Manipulated Media,All,All,Market,Colombia,0.002
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Sexual Exploitation & Gender-Based Violence,All,All,Market,Colombia,0.745
Proactive removal rate,Quarterly,Jan-Mar 2024,Policy,Regulated Goods & Commercial Activities,All,All,Market,Colombia,0.992
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,"Youth Safety & Well-Being - Alcohol, Tobacco & Drugs",All,All,Market,Colombia,0.771
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Sexual Exploitation & Gender-Based Violence,All,All,Market,Colombia,0.401
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Commercial Disclosure & Paid Promotion,All,All,Market,Colombia,1.0
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Policy,Youth Safety & Well-Being,All,All,Market,Colombia,0.779
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Shocking & Graphic Content,All,All,Market,Colombia,0.073
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Disordered Eating & Body Image,All,All,Market,Colombia,0.832
